1185,14558
3065,11794
3301,14248
4165,13089
4321,13923
4321,13908
6221,13475
6845,14477
6977,13443
7136,14596
7154,14539
7166,12978
7184,13880
5283,9908
7190,14089
7205,14543
7209,14224
7210,14255
7224,14492
4941,10327
7229,14171
7249,14385
7251,14334
7271,14464
7356,13052
7358,14437
7361,13258
3410,14453
7391,14444
7391,14137
7414,14603
7415,14656
7467,14606
7537,14627
7703,14573
7709,14152
7974,13261
7517,14552
8082,14568
8349,14556
8412,14546
8536,14344
